design,width,signed,ppg,cpa,status,critical_path_ns,die_area,total_power_mw,result_path
mult16s_booth4_brentkung_wrapper,16,True,booth4,brentkung,ok,0.9829071,1337.950084,0.293,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult16s_booth4_koggestone_wrapper,16,True,booth4,koggestone,ok,0.6300665,1479.479296,0.33,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult16s_booth4_ripple_wrapper,16,True,booth4,ripple,ok,1.1225488000000001,1326.125056,0.273,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_ripple_wrapper/work/b727aa3a/result.json
mult16s_booth4_sklansky_wrapper,16,True,booth4,sklansky,ok,0.6514865,1418.124964,0.28,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult16s_normal_brentkung_wrapper,16,True,normal,brentkung,ok,1.0067056,1221.852025,0.248,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_brentkung_wrapper/work/b727aa3a/result.json
mult16s_normal_koggestone_wrapper,16,True,normal,koggestone,ok,0.6441545,1377.1521,0.296,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_koggestone_wrapper/work/b727aa3a/result.json
mult16s_normal_ripple_wrapper,16,True,normal,ripple,ok,1.1305228,1281.353616,0.246,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_ripple_wrapper/work/b727aa3a/result.json
mult16s_normal_sklansky_wrapper,16,True,normal,sklansky,ok,0.6564637,1286.298225,0.292,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_sklansky_wrapper/work/b727aa3a/result.json
mult16u_booth4_brentkung_wrapper,16,False,booth4,brentkung,ok,1.0891307,1409.627025,0.268,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult16u_booth4_koggestone_wrapper,16,False,booth4,koggestone,ok,0.6690048000000001,1517.492025,0.287,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult16u_booth4_ripple_wrapper,16,False,booth4,ripple,ok,1.2412518,1280.279961,0.284,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_ripple_wrapper/work/b727aa3a/result.json
mult16u_booth4_sklansky_wrapper,16,False,booth4,sklansky,ok,0.6289108999999999,1482.712036,0.313,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult16u_normal_brentkung_wrapper,16,False,normal,brentkung,ok,1.0218644000000001,1222.621156,0.261,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_brentkung_wrapper/work/b727aa3a/result.json
mult16u_normal_koggestone_wrapper,16,False,normal,koggestone,ok,0.6715575,1340.731456,0.273,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_koggestone_wrapper/work/b727aa3a/result.json
mult16u_normal_ripple_wrapper,16,False,normal,ripple,ok,1.1532384999999998,1222.9009,0.268,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_ripple_wrapper/work/b727aa3a/result.json
mult16u_normal_sklansky_wrapper,16,False,normal,sklansky,ok,0.6635946,1280.423089,0.284,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_sklansky_wrapper/work/b727aa3a/result.json
mult32s_booth4_brentkung_wrapper,32,True,booth4,brentkung,ok,1.7230856,4491.814441,0.835,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult32s_booth4_koggestone_wrapper,32,True,booth4,koggestone,ok,0.8615157,4808.590336,0.875,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult32s_booth4_ripple_wrapper,32,True,booth4,ripple,ok,2.1471016,4541.277321,0.777,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_ripple_wrapper/work/b727aa3a/result.json
mult32s_booth4_sklansky_wrapper,32,True,booth4,sklansky,ok,0.9027828,4635.839569,0.844,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult32s_normal_brentkung_wrapper,32,True,normal,brentkung,ok,1.7512643,4218.112809,0.765,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_brentkung_wrapper/work/b727aa3a/result.json
mult32s_normal_koggestone_wrapper,32,True,normal,koggestone,ok,0.8932277000000001,4514.764864,0.88,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_koggestone_wrapper/work/b727aa3a/result.json
mult32s_normal_ripple_wrapper,32,True,normal,ripple,ok,2.2190012,4202.150976,0.758,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_ripple_wrapper/work/b727aa3a/result.json
mult32s_normal_sklansky_wrapper,32,True,normal,sklansky,ok,0.8786345,4351.117369,0.845,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_sklansky_wrapper/work/b727aa3a/result.json
mult32u_booth4_brentkung_wrapper,32,False,booth4,brentkung,ok,1.7854238,4615.571844,0.833,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult32u_booth4_koggestone_wrapper,32,False,booth4,koggestone,ok,0.8834059999999999,4968.8401,0.933,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult32u_booth4_ripple_wrapper,32,False,booth4,ripple,ok,2.2901982,4063.552516,0.796,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_ripple_wrapper/work/b727aa3a/result.json
mult32u_booth4_sklansky_wrapper,32,False,booth4,sklansky,ok,0.8827915000000001,4765.831225,0.896,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult32u_normal_brentkung_wrapper,32,False,normal,brentkung,ok,1.7528408,4215.255625,0.817,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_brentkung_wrapper/work/b727aa3a/result.json
mult32u_normal_koggestone_wrapper,32,False,normal,koggestone,ok,0.9275677,4511.8089,0.855,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_koggestone_wrapper/work/b727aa3a/result.json
mult32u_normal_ripple_wrapper,32,False,normal,ripple,ok,2.2319758000000003,4164.379024,0.756,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_ripple_wrapper/work/b727aa3a/result.json
mult32u_normal_sklansky_wrapper,32,False,normal,sklansky,ok,0.8585847999999999,4362.6025,0.867,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_sklansky_wrapper/work/b727aa3a/result.json
mult4s_booth4_brentkung_wrapper,4,True,booth4,brentkung,ok,0.3882444,180.338041,0.0458,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult4s_booth4_koggestone_wrapper,4,True,booth4,koggestone,ok,0.33284199999999997,198.2464,0.0486,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult4s_booth4_ripple_wrapper,4,True,booth4,ripple,ok,0.3680515,172.449424,0.0482,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_ripple_wrapper/work/b727aa3a/result.json
mult4s_booth4_sklansky_wrapper,4,True,booth4,sklansky,ok,0.344783,189.915961,0.0472,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult4s_normal_brentkung_wrapper,4,True,normal,brentkung,ok,0.34191710000000003,142.0864,0.0439,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_brentkung_wrapper/work/b727aa3a/result.json
mult4s_normal_koggestone_wrapper,4,True,normal,koggestone,ok,0.3021485,152.201569,0.0452,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_koggestone_wrapper/work/b727aa3a/result.json
mult4s_normal_ripple_wrapper,4,True,normal,ripple,ok,0.34231490000000003,141.3721,0.0434,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_ripple_wrapper/work/b727aa3a/result.json
mult4s_normal_sklansky_wrapper,4,True,normal,sklansky,ok,0.3221721,144.889369,0.044,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_sklansky_wrapper/work/b727aa3a/result.json
mult4u_booth4_brentkung_wrapper,4,False,booth4,brentkung,ok,0.4089543,185.477161,0.0512,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult4u_booth4_koggestone_wrapper,4,False,booth4,koggestone,ok,0.3318948,203.689984,0.0518,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult4u_booth4_ripple_wrapper,4,False,booth4,ripple,ok,0.4077176,182.385025,0.0465,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_ripple_wrapper/work/b727aa3a/result.json
mult4u_booth4_sklansky_wrapper,4,False,booth4,sklansky,ok,0.31296749999999995,195.188841,0.0492,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult4u_normal_brentkung_wrapper,4,False,normal,brentkung,ok,0.2975988,140.161921,0.0431,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_brentkung_wrapper/work/b727aa3a/result.json
mult4u_normal_koggestone_wrapper,4,False,normal,koggestone,ok,0.2855133,151.511481,0.0413,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_koggestone_wrapper/work/b727aa3a/result.json
mult4u_normal_ripple_wrapper,4,False,normal,ripple,ok,0.3280229,138.933369,0.0422,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_ripple_wrapper/work/b727aa3a/result.json
mult4u_normal_sklansky_wrapper,4,False,normal,sklansky,ok,0.3058708,144.0,0.043,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_sklansky_wrapper/work/b727aa3a/result.json
mult8s_booth4_brentkung_wrapper,8,True,booth4,brentkung,ok,0.6214423,463.196484,0.123,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult8s_booth4_koggestone_wrapper,8,True,booth4,koggestone,ok,0.4845176,530.288784,0.122,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult8s_booth4_ripple_wrapper,8,True,booth4,ripple,ok,0.6283967,448.380625,0.111,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_ripple_wrapper/work/b727aa3a/result.json
mult8s_booth4_sklansky_wrapper,8,True,booth4,sklansky,ok,0.4694101,493.683961,0.12,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult8s_normal_brentkung_wrapper,8,True,normal,brentkung,ok,0.6119029,396.209025,0.101,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_brentkung_wrapper/work/b727aa3a/result.json
mult8s_normal_koggestone_wrapper,8,True,normal,koggestone,ok,0.4980385,454.9689,0.108,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_koggestone_wrapper/work/b727aa3a/result.json
mult8s_normal_ripple_wrapper,8,True,normal,ripple,ok,0.6013685000000001,407.070976,0.102,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_ripple_wrapper/work/b727aa3a/result.json
mult8s_normal_sklansky_wrapper,8,True,normal,sklansky,ok,0.48931020000000003,430.355025,0.118,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_sklansky_wrapper/work/b727aa3a/result.json
mult8u_booth4_brentkung_wrapper,8,False,booth4,brentkung,ok,0.7225064999999999,483.428169,0.114,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_brentkung_wrapper/work/b727aa3a/result.json
mult8u_booth4_koggestone_wrapper,8,False,booth4,koggestone,ok,0.5345449,515.426209,0.121,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_koggestone_wrapper/work/b727aa3a/result.json
mult8u_booth4_ripple_wrapper,8,False,booth4,ripple,ok,0.6998040999999999,457.232689,0.11,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_ripple_wrapper/work/b727aa3a/result.json
mult8u_booth4_sklansky_wrapper,8,False,booth4,sklansky,ok,0.5208767000000001,511.121664,0.109,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_sklansky_wrapper/work/b727aa3a/result.json
mult8u_normal_brentkung_wrapper,8,False,normal,brentkung,ok,0.6031467,399.120484,0.103,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_brentkung_wrapper/work/b727aa3a/result.json
mult8u_normal_koggestone_wrapper,8,False,normal,koggestone,ok,0.5029075000000001,439.531225,0.106,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_koggestone_wrapper/work/b727aa3a/result.json
mult8u_normal_ripple_wrapper,8,False,normal,ripple,ok,0.5932789,417.425761,0.115,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_ripple_wrapper/work/b727aa3a/result.json
mult8u_normal_sklansky_wrapper,8,False,normal,sklansky,ok,0.4707169,434.680801,0.109,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_sklansky_wrapper/work/b727aa3a/result.json
